checkintime,checkinid,userid,checkintype
2024-06-04T07:56:35Z,"122,539,285",4690251,Away ELITE member
2024-06-04T07:56:44Z,"122,506,313",92535618,Away ELITE member
2024-06-04T07:57:17Z,"122,815,888",117233,Away ELITE member
2024-06-04T07:57:27Z,"37,925,019",98376162,Tagged Member
2024-06-04T07:59:07Z,"122,815,410",26990826,Away ELITE member
2024-06-04T07:59:51Z,"122,773,967",40119957,Away ELITE member
2024-06-04T08:00:12Z,"122,814,860",64663894,Away ELITE member
2024-06-04T08:00:21Z,"37,925,424",11741922,Tagged Member
2024-06-04T08:00:49Z,"122,781,425",98376162,Away ELITE member
2024-06-04T08:01:00Z,"37,925,522",97505216,Tagged Member
2024-06-04T08:01:18Z,"37,925,591",97965545,Tagged Member
2024-06-04T08:01:21Z,"37,925,617",949150,Away ELITE member
2024-06-04T08:03:02Z,"37,925,872",47680225,Tagged Member
2024-06-04T08:04:02Z,"122,817,098",47628620,Away ELITE member
2024-06-04T08:06:35Z,"37,926,399",93632747,Away ELITE member
2024-06-04T08:07:13Z,"37,926,501",95218894,Tagged Member
2024-06-04T08:09:32Z,"37,926,854",90685994,Tagged Member
2024-06-04T08:10:10Z,"37,926,934",93781539,Tagged Member
2024-06-04T08:11:36Z,"37,927,165",65794623,Tagged Member
2024-06-04T08:15:01Z,"37,927,671",98413409,Tagged Member
2024-06-04T08:15:55Z,"122,806,247",26960,Away ELITE member
2024-06-04T08:20:12Z,"37,928,345",13319747,Away ELITE member
2024-06-04T08:26:17Z,"37,929,114",129092,Tagged Member
2024-06-04T08:26:59Z,"37,929,174",94617944,Tagged Member
2024-06-04T08:29:26Z,"37,929,471",91883701,Tagged Member
2024-06-04T08:30:49Z,"37,929,624",12204046,Tagged Member
2024-06-04T08:31:02Z,"37,929,647",32153977,Tagged Member
2024-06-04T08:32:26Z,"37,929,817",97379819,Tagged Member
2024-06-04T08:38:42Z,"37,930,535",80404412,Tagged Member
2024-06-04T08:39:10Z,"122,822,991",93795269,Away ELITE member
2024-06-04T08:40:58Z,"37,930,768",98624801,TRIAL
2024-06-04T08:45:19Z,"122,817,975",643198,Away ELITE member
2024-06-04T08:47:57Z,"122,759,879",89355099,Away ELITE member
2024-06-04T08:49:05Z,"122,714,111",84621662,Away ELITE member
2024-06-04T08:49:20Z,"37,931,652",95591247,Tagged Member
2024-06-04T08:50:05Z,"122,744,879",88763183,Away ELITE member
2024-06-04T08:51:34Z,"122,825,482",532279,Away ELITE member
2024-06-04T08:52:36Z,"122,566,592",86431681,Away ELITE member
2024-06-04T08:52:48Z,"122,739,564",40119957,Away ELITE member
2024-06-04T08:52:58Z,"122,775,680",97024801,Away ELITE member
2024-06-04T08:53:07Z,"122,713,396",24014640,Away ELITE member
2024-06-04T08:53:16Z,"122,817,660",97632525,Away ELITE member
2024-06-04T08:53:44Z,"122,764,794",26990826,Away ELITE member
2024-06-04T08:54:20Z,"37,932,151",21767036,Away ELITE member
2024-06-04T08:54:23Z,"122,529,174",93781539,Away ELITE member
2024-06-04T08:54:34Z,"122,531,921",96546716,Away ELITE member
2024-06-04T08:55:03Z,"37,932,226",93496332,Tagged Member
2024-06-04T08:55:15Z,"37,932,247",36011415,Tagged Member
2024-06-04T08:56:51Z,"122,740,122",1101737,Away ELITE member
2024-06-04T08:57:25Z,"122,815,249",26037499,Away ELITE member
2024-06-04T08:58:25Z,"37,932,572",94372898,Tagged Member
2024-06-04T08:58:52Z,"122,535,755",6559953,Away ELITE member
2024-06-04T08:59:00Z,"122,606,695",189286,Away ELITE member
2024-06-04T09:00:02Z,"122,827,331",40098783,Away ELITE member
2024-06-04T09:00:20Z,"122,827,194",71309468,Away ELITE member
2024-06-04T09:00:41Z,"122,776,936",22610996,Away ELITE member
2024-06-04T09:01:09Z,"122,541,807",88545933,Away ELITE member
2024-06-04T09:05:36Z,"37,933,258",51933842,Tagged Member
2024-06-04T09:05:59Z,"37,933,295",51930260,Tagged Member
2024-06-04T09:08:04Z,"37,933,484",95484388,Tagged Member
2024-06-04T09:08:20Z,"37,933,525",1268233,Away ELITE member
2024-06-04T09:11:54Z,"37,933,869",98306946,Tagged Member
2024-06-04T09:13:26Z,"37,934,009",90010745,Away ELITE member
2024-06-04T09:25:03Z,"37,934,975",96881635,Away ELITE member
2024-06-04T09:26:49Z,"37,935,121",7303768,Away ELITE member
2024-06-04T09:29:47Z,"37,935,359",95141462,Tagged Member
2024-06-04T09:40:16Z,"122,498,346",88073625,Away ELITE member
2024-06-04T09:42:19Z,"122,826,118",88763465,Away ELITE member
2024-06-04T09:44:35Z,"122,773,108",73840829,Away ELITE member
2024-06-04T09:50:07Z,"37,936,769",95364652,Tagged Member
2024-06-04T09:50:34Z,"122,738,150",97752801,Away ELITE member
2024-06-04T09:50:44Z,"122,778,412",1897620,Away ELITE member
2024-06-04T09:50:56Z,"122,540,544",71152892,Away ELITE member
2024-06-04T09:52:00Z,"122,633,257",81216695,Away ELITE member
2024-06-04T09:53:56Z,"122,511,653",88800790,Away ELITE member
2024-06-04T09:54:34Z,"122,776,966",95367651,Away ELITE member
2024-06-04T09:55:41Z,"122,515,442",91529543,Away ELITE member
2024-06-04T09:55:50Z,"122,823,004",93795269,Away ELITE member
2024-06-04T09:55:59Z,"122,744,886",88763183,Away ELITE member
2024-06-04T09:56:07Z,"122,621,830",1101737,Away ELITE member
2024-06-04T09:56:27Z,"122,578,679",82595198,Away ELITE member
2024-06-04T09:56:43Z,"122,830,544",85525705,Away ELITE member
2024-06-04T09:56:55Z,"122,692,491",8223342,Away ELITE member
2024-06-04T09:57:21Z,"122,739,572",40119957,Away ELITE member
2024-06-04T09:58:10Z,"37,937,317",86093886,Tagged Member
2024-06-04T10:00:10Z,"122,731,322",8395413,Away PRO member
2024-06-04T10:00:18Z,"122,829,917",55728247,Away ELITE member
2024-06-04T10:03:00Z,"37,937,633",26037499,Tagged Member
2024-06-04T10:11:23Z,"37,938,145",41811050,Tagged Member
2024-06-04T10:13:07Z,"37,938,258",47866825,Away ELITE member
2024-06-04T10:24:04Z,"37,938,878",97912881,Tagged Member
2024-06-04T10:40:25Z,"37,939,708",93928905,Away ELITE member
2024-06-04T10:40:25Z,"37,939,717",70582136,Away ELITE member
2024-06-04T10:40:28Z,"37,939,714",12270945,Away ELITE member
2024-06-04T10:53:59Z,"122,751,064",97752801,Away ELITE member
2024-06-04T10:54:18Z,"37,940,366",82595198,Tagged Member
2024-06-04T10:54:22Z,"122,773,111",73840829,Away ELITE member
2024-06-04T10:54:52Z,"122,829,954",55728247,Away ELITE member
2024-06-04T10:54:59Z,"122,834,327",40119957,Away ELITE member
2024-06-04T10:57:22Z,"122,776,972",95367651,Away ELITE member
2024-06-04T11:01:29Z,"122,827,663",89355099,Away ELITE member
2024-06-04T11:02:12Z,"37,940,752",5860224,Tagged Member
2024-06-04T11:16:57Z,"37,941,356",41323872,Away ELITE member
2024-06-04T11:47:54Z,"37,942,472",89705617,Away ELITE member
2024-06-04T11:53:12Z,"37,942,642",98054406,Tagged Member
2024-06-04T12:08:45Z,"37,943,116",94361296,Tagged Member
2024-06-04T12:16:02Z,"37,943,349",95722875,TRIAL
2024-06-04T12:27:30Z,"37,943,643",65420119,TRIAL
2024-06-04T12:27:34Z,"37,943,653",21783861,Away ELITE member
2024-06-04T12:28:19Z,"37,943,673",89942819,Tagged Member
2024-06-04T12:41:46Z,"37,944,025",97912286,Tagged Member
2024-06-04T12:42:02Z,"37,944,029",93558538,Tagged Member
2024-06-04T12:50:56Z,"37,944,279",31155623,Away ELITE member
2024-06-04T13:10:00Z,"37,944,739",12663072,Tagged Member
2024-06-04T13:28:58Z,"37,945,169",23304460,Tagged Member
2024-06-04T13:43:06Z,"37,945,487",96660345,Tagged Member
2024-06-04T14:18:09Z,"37,946,191",93839904,Away ELITE member
2024-06-04T15:23:35Z,"37,947,621",83501496,Tagged Member
2024-06-04T15:51:11Z,"37,948,469",95610179,Tagged Member
2024-06-04T15:51:52Z,"122,844,124",95720186,Away ELITE member
2024-06-04T15:52:08Z,"122,844,407",97073649,Away ELITE member
2024-06-04T15:53:05Z,"122,845,621",51930260,Away ELITE member
2024-06-04T15:54:56Z,"37,948,602",97827748,Tagged Member
2024-06-04T15:56:01Z,"37,948,648",319448,Tagged Member
2024-06-04T15:57:07Z,"122,839,860",98340870,Away ELITE member
2024-06-04T15:57:32Z,"122,773,003",54734626,Away ELITE member
2024-06-04T15:58:06Z,"122,754,294",47400942,Away ELITE member
2024-06-04T15:58:40Z,"122,844,949",97928309,Away ELITE member
2024-06-04T16:00:06Z,"122,845,289",4992682,Away ELITE member
2024-06-04T16:39:12Z,"37,950,881",94489148,Tagged Member
2024-06-04T16:40:24Z,"37,950,950",96200693,Tagged Member
2024-06-04T16:41:00Z,"37,950,979",30219230,Tagged Member
2024-06-04T16:45:52Z,"37,951,320",98370675,Tagged Member
2024-06-04T16:46:05Z,"122,555,591",40035211,Away ELITE member
2024-06-04T16:47:50Z,"37,951,456",91506852,Tagged Member
2024-06-04T16:50:52Z,"122,845,636",51930260,Away ELITE member
2024-06-04T16:51:52Z,"122,845,294",4992682,Away ELITE member
2024-06-04T16:52:22Z,"122,849,368",95610179,Away ELITE member
2024-06-04T16:52:48Z,"122,844,132",95720186,Away ELITE member
2024-06-04T16:53:05Z,"122,826,665",96928559,Away ELITE member
2024-06-04T16:54:18Z,"122,796,453",85662779,Away ELITE member
2024-06-04T16:55:18Z,"122,822,124",96178763,Away ELITE member
2024-06-04T16:58:39Z,"122,849,050",95301468,Away ELITE member
2024-06-04T17:00:04Z,"122,848,825",16524587,Away ELITE member
2024-06-04T17:00:13Z,"122,824,149",8990480,Away ELITE member
2024-06-04T17:00:39Z,"37,952,443",124502,Tagged Member
2024-06-04T17:01:41Z,"122,849,716",87268948,Away ELITE member
2024-06-04T17:04:13Z,"37,952,715",83626690,Tagged Member
2024-06-04T17:08:52Z,"37,953,072",94655812,Tagged Member
2024-06-04T17:40:24Z,"122,824,881",40883782,Away ELITE member
2024-06-04T17:41:46Z,"122,847,421",95494208,Away ELITE member
2024-06-04T17:47:30Z,"122,855,498",67851531,Away ELITE member
2024-06-04T17:49:12Z,"122,504,139",1533105,Away ELITE member
2024-06-04T17:49:16Z,"122,740,455",94056281,Away ELITE member
2024-06-04T17:49:21Z,"122,856,142",96928559,Away ELITE member
2024-06-04T17:49:31Z,"122,766,719",94056281,Away ELITE member
2024-06-04T17:51:22Z,"122,776,200",93008074,Away ELITE member
2024-06-04T17:52:34Z,"122,797,880",64958016,Away ELITE member
2024-06-04T17:54:32Z,"122,834,216",25922626,Away ELITE member
2024-06-04T17:54:38Z,"122,838,975",55576657,Away ELITE member
2024-06-04T17:55:03Z,"122,851,096",34685339,Away ELITE member
2024-06-04T17:57:00Z,"122,840,386",92603643,Away ELITE member
2024-06-04T17:57:26Z,"122,840,368",97074690,Away ELITE member
2024-06-04T17:57:42Z,"122,843,776",97944898,Away ELITE member
2024-06-04T17:57:55Z,"122,521,582",95464638,Away ELITE member
2024-06-04T17:58:50Z,"122,854,888",96273103,Away ELITE member
2024-06-04T17:59:14Z,"37,957,966",47584216,Away ELITE member
2024-06-04T17:59:58Z,"122,831,159",46904997,Away ELITE member
2024-06-04T18:00:12Z,"122,830,001",95493110,Away ELITE member
2024-06-04T18:01:56Z,"122,837,986",74538715,Away ELITE member
2024-06-04T18:01:59Z,"37,958,296",95980599,Yet to be tagged
2024-06-04T18:04:32Z,"37,958,587",97313422,Away ELITE member
2024-06-04T18:04:54Z,"122,854,070",97443237,Away ELITE member
2024-06-04T18:05:50Z,"37,958,752",86986716,Tagged Member
2024-06-04T18:06:24Z,"37,958,809",98497149,Tagged Member
2024-06-04T18:06:48Z,"122,810,898",92244526,Away ELITE member
2024-06-04T18:12:29Z,"37,959,577",946223,Tagged Member
2024-06-04T18:13:42Z,"37,959,723",17003387,Tagged Member
2024-06-04T18:15:58Z,"37,960,002",95093262,Tagged Member
2024-06-04T18:17:57Z,"37,960,258",94513807,Tagged Member
2024-06-04T18:18:48Z,"37,960,382",24980476,Tagged Member
2024-06-04T18:34:29Z,"37,962,434",96529537,Tagged Member
2024-06-04T18:35:27Z,"37,962,534",98595443,Tagged Member
2024-06-04T18:36:22Z,"37,962,649",50098404,Tagged Member
2024-06-04T18:37:39Z,"37,962,850",97917588,Tagged Member
2024-06-04T18:37:56Z,"37,962,887",2767237,Tagged Member
2024-06-04T18:40:52Z,"122,828,324",24980476,Away ELITE member
2024-06-04T18:47:19Z,"37,964,204",898842,Tagged Member
2024-06-04T18:47:51Z,"37,964,270",92951646,Tagged Member
2024-06-04T18:48:44Z,"37,964,417",97443237,Tagged Member
2024-06-04T18:49:27Z,"122,855,513",67851531,Away ELITE member
2024-06-04T18:49:51Z,"122,862,114",96419397,Away ELITE member
2024-06-04T18:52:05Z,"122,852,176",94627801,Away ELITE member
2024-06-04T18:52:53Z,"122,494,234",18269656,Away ELITE member
2024-06-04T18:53:18Z,"122,556,714",2334936,Away ELITE member
2024-06-04T18:54:20Z,"122,860,429",98288328,Away ELITE member
2024-06-04T18:55:08Z,"122,855,436",946223,Away ELITE member
2024-06-04T18:56:42Z,"122,860,876",96805919,Away ELITE member
2024-06-04T18:58:19Z,"37,965,928",94598035,Tagged Member
2024-06-04T18:58:44Z,"122,860,898",9830558,Away ELITE member
2024-06-04T19:00:53Z,"37,966,364",95591247,Tagged Member
2024-06-04T19:01:14Z,"122,772,910",93501091,Away ELITE member
2024-06-04T19:01:22Z,"122,772,928",1141753,Away ELITE member
2024-06-04T19:01:31Z,"122,860,555",24842202,Away ELITE member
2024-06-04T19:02:40Z,"37,966,691",29316219,Away ELITE member
2024-06-04T19:03:07Z,"122,703,945",96454372,Away ELITE member
2024-06-04T19:03:43Z,"37,966,844",95297782,Away ELITE member
2024-06-04T19:05:03Z,"122,860,713",1031889,Away ELITE member
2024-06-04T19:05:32Z,"37,967,120",91294564,Tagged Member
2024-06-04T19:07:43Z,"37,967,488",97275250,Away ELITE member
2024-06-04T19:08:56Z,"37,967,659",95238950,Away ELITE member
2024-06-04T19:22:17Z,"37,969,980",25153879,Away ELITE member
2024-06-04T19:27:05Z,"37,970,807",98088849,Tagged Member
2024-06-04T19:31:05Z,"37,971,531",65900200,Tagged Member
2024-06-04T19:43:52Z,"37,973,690",86492908,Away ELITE member
2024-06-04T19:46:36Z,"122,837,836",95297782,Away ELITE member
2024-06-04T19:47:13Z,"122,844,078",93978350,Away ELITE member
2024-06-04T19:47:40Z,"122,865,286",98088849,Away ELITE member
2024-06-04T19:48:19Z,"122,536,104",94763670,Away ELITE member
2024-06-04T19:48:31Z,"122,865,519",91910541,Away ELITE member
2024-06-04T19:48:39Z,"122,862,909",95163453,Away ELITE member
2024-06-04T19:48:55Z,"37,974,564",93931952,Tagged Member
2024-06-04T19:48:59Z,"122,864,636",93933709,Away ELITE member
2024-06-04T19:50:01Z,"122,833,843",97376545,Away ELITE member
2024-06-04T19:51:13Z,"122,853,431",41716116,Away ELITE member
2024-06-04T19:51:35Z,"122,505,672",68451505,Away ELITE member
2024-06-04T19:51:49Z,"122,835,206",98477334,Away ELITE member
2024-06-04T19:51:58Z,"122,792,147",94719358,Away ELITE member
2024-06-04T19:52:06Z,"122,842,174",25153879,Away ELITE member
2024-06-04T19:52:28Z,"122,840,044",53527579,Away ELITE member
2024-06-04T19:54:09Z,"122,763,550",95706413,Away ELITE member
2024-06-04T19:54:44Z,"122,769,755",73891418,Away ELITE member
2024-06-04T19:55:27Z,"122,867,730",93501091,Away ELITE member
2024-06-04T19:55:55Z,"37,975,801",95242445,Tagged Member
2024-06-04T19:57:19Z,"122,863,141",19946305,Away ELITE member
2024-06-04T19:57:31Z,"122,796,548",10601948,Away ELITE member
2024-06-04T19:58:03Z,"122,796,454",95331022,Away ELITE member
2024-06-04T19:58:11Z,"122,751,308",25810911,Away ELITE member
2024-06-04T19:59:38Z,"122,836,651",1364181,Away ELITE member
2024-06-04T20:00:52Z,"122,847,281",97849879,Away ELITE member
2024-06-04T20:01:18Z,"37,976,652",25275810,Tagged Member
2024-06-04T20:01:42Z,"37,976,711",91920752,Tagged Member
2024-06-04T20:02:11Z,"122,798,906",95084379,Away ELITE member
2024-06-04T20:02:52Z,"122,807,085",823058,Away ELITE member
2024-06-04T20:03:33Z,"37,977,015",89525239,Away ELITE member
2024-06-04T20:05:13Z,"122,803,695",94820181,Away ELITE member
2024-06-04T20:06:54Z,"37,977,578",36556539,Tagged Member
2024-06-04T20:07:01Z,"37,977,610",93969951,Tagged Member
2024-06-04T20:09:43Z,"37,978,073",10400867,Away ELITE member
2024-06-04T20:16:00Z,"37,979,057",8657434,Away ELITE member
2024-06-04T20:16:01Z,"37,979,078",194213,Tagged Member
2024-06-04T20:27:41Z,"37,980,874",86358191,Away ELITE member
2024-06-04T20:48:37Z,"37,983,639",97343669,Tagged Member
2024-06-04T20:49:09Z,"37,983,681",97356262,Tagged Member
2024-06-04T20:53:31Z,"37,984,209",68451505,Tagged Member
2024-06-04T20:54:47Z,"37,984,361",97354538,Tagged Member
2024-06-04T20:56:34Z,"122,792,350",85858598,Away ELITE member
2024-06-04T21:06:57Z,"37,985,677",95472210,Tagged Member
2024-06-05T05:50:34Z,"122,659,117",26960,Away ELITE member
2024-06-05T05:54:25Z,"122,600,502",49803079,Away ELITE member
2024-06-05T05:56:21Z,"122,673,160",85948849,Away ELITE member
2024-06-05T05:56:28Z,"122,587,874",96273103,Away ELITE member
2024-06-05T05:56:38Z,"122,907,663",29941950,Away ELITE member
2024-06-05T05:56:48Z,"122,908,473",14086476,Away ELITE member
2024-06-05T05:57:04Z,"122,910,807",9476120,Away ELITE member
2024-06-05T05:57:30Z,"122,908,555",90285319,Away ELITE member
2024-06-05T05:58:02Z,"122,587,575",28873287,Away ELITE member
2024-06-05T05:58:38Z,"122,639,978",39577537,Away ELITE member
2024-06-05T06:00:11Z,"122,672,669",97957076,Away ELITE member
2024-06-05T06:00:35Z,"122,907,662",94490363,Away ELITE member
2024-06-05T06:00:53Z,"37,990,510",94656409,Tagged Member
2024-06-05T06:00:54Z,"122,902,265",1293690,Away ELITE member
2024-06-05T06:00:56Z,"37,990,523",97356262,Tagged Member
2024-06-05T06:01:02Z,"122,791,739",98413409,Away ELITE member
2024-06-05T06:01:10Z,"122,654,276",21943708,Away ELITE member
2024-06-05T06:01:20Z,"37,990,556",97343669,Tagged Member
2024-06-05T06:01:21Z,"122,589,506",87268948,Away ELITE member
2024-06-05T06:01:59Z,"122,673,221",94657105,Away ELITE member
2024-06-05T06:02:15Z,"122,911,024",980059,Away ELITE member
2024-06-05T06:03:01Z,"37,990,779",18856439,Tagged Member
2024-06-05T06:03:21Z,"122,649,401",39581392,Away ELITE member
2024-06-05T06:04:05Z,"37,990,928",96103845,Tagged Member
2024-06-05T06:04:13Z,"122,884,226",93200151,Away ELITE member
2024-06-05T06:04:33Z,"37,990,986",96289072,Tagged Member
2024-06-05T06:14:17Z,"37,992,387",58199386,Tagged Member
2024-06-05T06:14:59Z,"37,992,468",94752414,Tagged Member
2024-06-05T06:16:09Z,"37,992,641",95297461,Tagged Member
2024-06-05T06:16:55Z,"37,992,752",21641830,Tagged Member
2024-06-05T06:20:37Z,"37,993,245",95293507,Tagged Member
2024-06-05T06:25:26Z,"37,993,915",62840735,Away ELITE member
2024-06-05T06:27:32Z,"37,994,190",94376415,Tagged Member
2024-06-05T06:28:12Z,"37,994,259",97992089,Tagged Member
2024-06-05T06:28:37Z,"37,994,333",97517506,Tagged Member
2024-06-05T06:29:25Z,"37,994,431",94797973,Tagged Member
2024-06-05T06:29:37Z,"37,994,466",81341650,Tagged Member
2024-06-05T06:33:10Z,"37,994,945",96547053,Tagged Member
2024-06-05T06:33:44Z,"37,995,037",95661092,Away ELITE member
2024-06-05T06:33:50Z,"37,995,092",11872139,Away ELITE member
2024-06-05T06:33:51Z,"37,995,059",37072355,Tagged Member
2024-06-05T06:34:31Z,"37,995,152",83923480,Tagged Member
2024-06-05T06:35:48Z,"37,995,360",248014,Tagged Member
2024-06-05T06:36:11Z,"37,995,413",9836065,Tagged Member
2024-06-05T06:38:36Z,"37,995,750",94751895,Tagged Member
2024-06-05T06:40:20Z,"37,995,970",98322101,TRIAL
2024-06-05T06:42:04Z,"37,996,257",95497377,Tagged Member
2024-06-05T06:44:08Z,"37,996,616",44669003,Tagged Member
2024-06-05T06:44:24Z,"122,595,450",61289,Away ELITE member
2024-06-05T06:46:14Z,"122,604,539",93957880,Away ELITE member
2024-06-05T06:47:14Z,"122,664,180",97117522,Away ELITE member
2024-06-05T06:50:51Z,"122,587,090",1262402,Away ELITE member
2024-06-05T06:50:59Z,"122,816,274",82422414,TRIAL
2024-06-05T06:52:10Z,"122,603,254",17783090,Away ELITE member
2024-06-05T06:52:16Z,"122,630,547",1600979,Away ELITE member
2024-06-05T06:54:00Z,"37,998,092",90285319,Tagged Member
2024-06-05T06:54:58Z,"122,908,249",1364859,Away ELITE member
2024-06-05T06:55:18Z,"122,911,981",1293690,Away ELITE member
2024-06-05T06:56:05Z,"37,998,427",92928612,Away ELITE member
2024-06-05T06:56:45Z,"37,998,562",97038200,Tagged Member
2024-06-05T06:56:56Z,"122,593,894",64653794,Away ELITE member
2024-06-05T06:56:57Z,"37,998,592",93887689,Tagged Member
2024-06-05T06:57:08Z,"122,905,605",86019532,Away ELITE member
2024-06-05T06:57:17Z,"122,899,334",93917404,Away ELITE member
2024-06-05T06:57:34Z,"122,596,306",17657448,Away ELITE member
2024-06-05T06:57:39Z,"122,619,181",51904436,Away ELITE member
2024-06-05T06:58:08Z,"122,593,380",21802179,Away ELITE member
2024-06-05T06:58:28Z,"122,895,836",86189891,Away ELITE member
2024-06-05T06:58:37Z,"122,874,050",19161999,TRIAL
2024-06-05T06:59:06Z,"122,854,536",86684333,Away ELITE member
2024-06-05T06:59:15Z,"122,847,651",97196247,Away ELITE member
2024-06-05T06:59:54Z,"122,620,312",29215269,Away ELITE member
2024-06-05T07:00:02Z,"122,604,099",48947889,Away ELITE member
2024-06-05T07:00:20Z,"37,999,156",96105725,Tagged Member
2024-06-05T07:00:46Z,"37,999,240",6755340,Tagged Member
2024-06-05T07:00:48Z,"122,633,055",98344616,Away ELITE member
2024-06-05T07:01:33Z,"122,908,888",97484756,Away ELITE member
2024-06-05T07:01:59Z,"37,999,431",95206345,Tagged Member
2024-06-05T07:02:45Z,"122,650,360",69556544,Away ELITE member
2024-06-05T07:03:13Z,"122,614,964",20630417,Away ELITE member
2024-06-05T07:03:17Z,"122,847,582",141427,Away ELITE member
2024-06-05T07:03:45Z,"122,626,214",86244330,Away ELITE member
2024-06-05T07:04:06Z,"122,647,584",96086447,Away ELITE member
2024-06-05T07:04:13Z,"122,650,400",5662816,Away ELITE member
2024-06-05T07:04:22Z,"122,647,531",96086379,Away ELITE member
2024-06-05T07:07:58Z,"38,000,488",23069,Away ELITE member
2024-06-05T07:08:07Z,"38,000,515",35257580,Tagged Member
2024-06-05T07:08:15Z,"38,000,535",149806,Tagged Member
2024-06-05T07:12:47Z,"38,001,289",98221894,Tagged Member
2024-06-05T07:22:14Z,"38,002,865",98413409,Tagged Member
2024-06-05T07:23:53Z,"38,003,118",97505216,Tagged Member
2024-06-05T07:23:58Z,"38,003,148",79505335,Away ELITE member
2024-06-05T07:24:08Z,"38,003,162",96040607,Tagged Member
2024-06-05T07:30:27Z,"38,004,003",49840063,Away ELITE member
2024-06-05T07:33:03Z,"38,004,411",97205184,Tagged Member
2024-06-05T07:33:15Z,"38,004,451",30398705,Tagged Member
2024-06-05T07:36:03Z,"38,004,871",32497,Away ELITE member
2024-06-05T07:39:57Z,"38,005,428",97912529,Away ELITE member
2024-06-05T07:42:50Z,"122,587,307",31560668,Away ELITE member
2024-06-05T07:44:14Z,"122,618,648",90116263,Away ELITE member
2024-06-05T07:45:47Z,"38,006,295",17361919,Tagged Member
2024-06-05T07:47:06Z,"38,006,490",10628362,Tagged Member
2024-06-05T07:47:20Z,"38,006,525",97484756,Tagged Member
2024-06-05T07:48:05Z,"122,912,028",86019532,Away ELITE member
2024-06-05T07:48:18Z,"122,911,990",93917404,Away ELITE member
2024-06-05T07:49:00Z,"38,006,783",98519687,Tagged Member
2024-06-05T07:49:05Z,"122,912,354",14157384,Away ELITE member
2024-06-05T07:49:36Z,"38,006,865",97005426,Away ELITE member
2024-06-05T07:49:41Z,"122,920,176",51904436,Away ELITE member
2024-06-05T07:50:10Z,"122,916,058",88763183,Away ELITE member
2024-06-05T07:50:19Z,"122,913,921",7498827,Away ELITE member
2024-06-05T07:50:28Z,"122,920,208",98514089,Away ELITE member
2024-06-05T07:50:36Z,"122,920,236",98519687,Away ELITE member
2024-06-05T07:50:49Z,"38,007,015",87406902,Tagged Member
2024-06-05T07:50:56Z,"122,911,753",94071072,Away ELITE member
2024-06-05T07:51:48Z,"122,913,011",97632525,Away ELITE member
2024-06-05T07:54:22Z,"122,916,152",64795793,Away ELITE member
2024-06-05T07:56:41Z,"122,660,462",27629985,Away ELITE member
2024-06-05T07:56:51Z,"122,632,123",97024801,Away ELITE member
2024-06-05T07:57:11Z,"122,912,552",24014640,Away ELITE member
2024-06-05T07:57:17Z,"122,630,209",97912529,Away ELITE member
2024-06-05T07:57:32Z,"122,776,077",68043413,Away ELITE member
2024-06-05T07:57:45Z,"38,008,044",47680225,Tagged Member
2024-06-05T07:58:31Z,"122,913,894",14362905,Away ELITE member
2024-06-05T07:59:10Z,"122,663,131",535634,Away ELITE member
2024-06-05T07:59:24Z,"122,591,202",92535618,Away ELITE member
2024-06-05T07:59:31Z,"122,594,752",40119957,Away ELITE member
2024-06-05T07:59:48Z,"122,910,561",64663894,Away ELITE member
2024-06-05T07:59:58Z,"122,920,079",96321020,Away ELITE member
2024-06-05T08:00:20Z,"122,911,849",47963251,Away ELITE member
2024-06-05T08:01:13Z,"38,008,569",95819105,Away ELITE member
2024-06-05T08:01:22Z,"122,858,201",96974785,Away ELITE member
2024-06-05T08:01:33Z,"37,976,813",98630740,TRIAL
2024-06-05T08:01:43Z,"122,915,099",36011415,Away ELITE member
2024-06-05T08:01:51Z,"122,914,795",795097,Away ELITE member
2024-06-05T08:02:02Z,"122,631,564",89778988,Away ELITE member
2024-06-05T08:03:16Z,"38,008,848",1349815,Tagged Member
2024-06-05T08:03:21Z,"122,632,419",98376162,Away ELITE member
2024-06-05T08:03:36Z,"122,613,024",8395413,Away PRO member
2024-06-05T08:04:43Z,"38,009,064",12801788,Away ELITE member
2024-06-05T08:05:13Z,"38,009,156",91118005,Away ELITE member
2024-06-05T08:06:34Z,"38,009,349",33528081,Away ELITE member
2024-06-05T08:06:40Z,"38,009,373",94586963,Tagged Member
2024-06-05T08:07:03Z,"38,009,431",95469297,Tagged Member
2024-06-05T08:09:56Z,"38,009,875",1182516,Tagged Member
2024-06-05T08:13:24Z,"38,010,390",1314047,Away ELITE member
2024-06-05T08:15:58Z,"38,010,725",41206678,Away ELITE member
2024-06-05T08:17:30Z,"38,010,962",97965545,Tagged Member
2024-06-05T08:21:33Z,"38,011,499",51933842,Tagged Member
2024-06-05T08:21:47Z,"38,011,525",51930260,Tagged Member
2024-06-05T08:26:26Z,"38,012,112",949150,Away ELITE member
2024-06-05T08:27:58Z,"38,012,313",11741922,Tagged Member
2024-06-05T08:32:15Z,"38,012,853",97003497,Away ELITE member
2024-06-05T08:32:35Z,"38,012,904",31695280,Tagged Member
2024-06-05T08:33:36Z,"38,013,003",80404412,Tagged Member
2024-06-05T08:37:47Z,"38,013,480",68535,Away ELITE member
2024-06-05T08:39:57Z,"38,013,709",95121968,Tagged Member
2024-06-05T08:40:25Z,"38,013,778",1083600,Tagged Member
